date,eua_eur_t
2026-01-01,35.75
2026-01-02,35.75
2026-01-03,35.75
2026-01-04,35.75
2026-01-05,35.619998931884766
2026-01-06,35.84000015258789
2026-01-07,35.880001068115234
2026-01-08,35.560001373291016
2026-01-09,35.54999923706055
2026-01-10,35.54999923706055
2026-01-11,35.54999923706055
2026-01-12,35.93000030517578
2026-01-13,35.81999969482422
2026-01-14,36.43000030517578
2026-01-15,36.189998626708984
2026-01-16,36.029998779296875
2026-01-17,36.029998779296875
2026-01-18,36.029998779296875
2026-01-19,36.029998779296875
2026-01-20,34.029998779296875
2026-01-21,34.65999984741211
2026-01-22,34.970001220703125
2026-01-23,35.0
2026-01-24,35.0
2026-01-25,35.0
2026-01-26,34.900001525878906
2026-01-27,35.279998779296875
2026-01-28,34.58000183105469
2026-01-29,33.779998779296875
2026-01-30,32.81999969482422
2026-01-31,32.81999969482422
2026-02-01,32.81999969482422
2026-02-02,33.40999984741211
2026-02-03,32.88999938964844
2026-02-04,33.15999984741211
2026-02-05,31.979999542236328
2026-02-06,32.060001373291016
2026-02-07,32.060001373291016
2026-02-08,32.060001373291016
2026-02-09,32.83000183105469
2026-02-10,32.09000015258789
2026-02-11,31.899999618530273
2026-02-12,30.329999923706055
2026-02-13,29.739999771118164
2026-02-14,29.739999771118164
2026-02-15,29.739999771118164
2026-02-16,29.739999771118164
2026-02-17,29.579999923706055
2026-02-18,30.100000381469727
2026-02-19,29.850000381469727
2026-02-20,30.350000381469727
2026-02-21,30.350000381469727
2026-02-22,30.350000381469727
2026-02-23,30.350000381469727
2026-02-24,29.739999771118164
2026-02-25,30.100000381469727
2026-02-26,29.68000030517578
2026-02-27,29.31999969482422
2026-02-28,29.31999969482422
2026-03-01,29.31999969482422
2026-03-02,29.3700008392334
2026-03-03,29.979999542236328
2026-03-04,29.209999084472656
2026-03-05,29.190000534057617
2026-03-06,29.049999237060547
2026-03-07,29.049999237060547
2026-03-08,29.049999237060547
2026-03-09,29.280000686645508
2026-03-10,29.6200008392334
2026-03-11,29.3700008392334
2026-03-12,28.059999465942383
2026-03-13,28.34000015258789
2026-03-14,28.34000015258789
2026-03-15,28.34000015258789
2026-03-16,28.34000015258789
2026-03-17,27.969999313354492
2026-03-18,27.639999389648438
2026-03-19,27.329999923706055
2026-03-20,27.959999084472656
2026-03-21,27.959999084472656
2026-03-22,27.959999084472656
2026-03-23,28.68000030517578
2026-03-24,29.3799991607666
2026-03-25,29.224000930786133
2026-03-26,29.270000457763672
2026-03-27,29.219999313354492
2026-03-28,29.219999313354492
2026-03-29,29.219999313354492
2026-03-30,29.299999237060547
2026-03-31,29.690000534057617
2026-04-01,30.170000076293945
2026-04-02,29.420000076293945
2026-04-03,29.420000076293945
2026-04-04,29.420000076293945
2026-04-05,29.420000076293945
2026-04-06,29.3700008392334
2026-04-07,29.5
2026-04-08,29.700000762939453
2026-04-09,30.309999465942383
2026-04-10,30.059999465942383
2026-04-11,30.059999465942383
2026-04-12,30.059999465942383
2026-04-13,30.190000534057617
2026-04-14,30.8439998626709
2026-04-15,30.83099937438965
2026-04-16,30.996000289916992
2026-04-17,31.440000534057617
2026-04-18,31.440000534057617
2026-04-19,31.440000534057617
2026-04-20,31.31999969482422
2026-04-21,31.040000915527344
2026-04-22,30.75
2026-04-23,30.860000610351562
2026-04-24,31.200000762939453
2026-04-25,31.200000762939453
2026-04-26,31.200000762939453
2026-04-27,31.530000686645508
2026-04-28,31.459999084472656
2026-04-29,30.739999771118164
2026-04-30,30.739999771118164
2026-05-01,30.739999771118164
2026-05-02,30.739999771118164
2026-05-03,30.739999771118164
2026-05-04,30.739999771118164
2026-05-05,30.739999771118164
2026-05-06,30.739999771118164
2026-05-07,30.739999771118164
2026-05-08,30.739999771118164
2026-05-09,30.739999771118164
2026-05-10,30.739999771118164
2026-05-11,30.739999771118164
2026-05-12,30.739999771118164
2026-05-13,30.739999771118164
2026-05-14,30.739999771118164
2026-05-15,30.739999771118164
2026-05-16,30.739999771118164
2026-05-17,30.739999771118164
2026-05-18,30.739999771118164
2026-05-19,30.739999771118164
2026-05-20,30.739999771118164
2026-05-21,30.739999771118164
2026-05-22,30.739999771118164
2026-05-23,30.739999771118164
2026-05-24,30.739999771118164
2026-05-25,30.739999771118164
2026-05-26,30.739999771118164
2026-05-27,30.739999771118164
2026-05-28,30.739999771118164
2026-05-29,30.739999771118164
2026-05-30,30.739999771118164
2026-05-31,30.739999771118164
2026-06-01,30.739999771118164
2026-06-02,30.739999771118164
2026-06-03,30.739999771118164
2026-06-04,30.739999771118164
2026-06-05,30.739999771118164
2026-06-06,30.739999771118164
2026-06-07,30.739999771118164
2026-06-08,30.739999771118164
2026-06-09,30.739999771118164
2026-06-10,30.739999771118164
2026-06-11,30.739999771118164
2026-06-12,30.739999771118164
2026-06-13,30.739999771118164
2026-06-14,30.739999771118164
2026-06-15,30.739999771118164
2026-06-16,30.739999771118164
2026-06-17,30.739999771118164
2026-06-18,30.739999771118164
2026-06-19,30.739999771118164
2026-06-20,30.739999771118164
2026-06-21,30.739999771118164
2026-06-22,30.739999771118164
2026-06-23,30.739999771118164
2026-06-24,30.739999771118164
2026-06-25,30.739999771118164
2026-06-26,30.739999771118164
2026-06-27,30.739999771118164
2026-06-28,30.739999771118164
2026-06-29,30.739999771118164
2026-06-30,30.739999771118164
2026-07-01,30.739999771118164
2026-07-02,30.739999771118164
2026-07-03,30.739999771118164
2026-07-04,30.739999771118164
2026-07-05,30.739999771118164
2026-07-06,30.739999771118164
2026-07-07,30.739999771118164
2026-07-08,30.739999771118164
2026-07-09,30.739999771118164
2026-07-10,30.739999771118164
2026-07-11,30.739999771118164
2026-07-12,30.739999771118164
2026-07-13,30.739999771118164
2026-07-14,30.739999771118164
2026-07-15,30.739999771118164
2026-07-16,30.739999771118164
2026-07-17,30.739999771118164
2026-07-18,30.739999771118164
2026-07-19,30.739999771118164
2026-07-20,30.739999771118164
2026-07-21,30.739999771118164
2026-07-22,30.739999771118164
2026-07-23,30.739999771118164
2026-07-24,30.739999771118164
2026-07-25,30.739999771118164
2026-07-26,30.739999771118164
2026-07-27,30.739999771118164
2026-07-28,30.739999771118164
2026-07-29,30.739999771118164
2026-07-30,30.739999771118164
2026-07-31,30.739999771118164
2026-08-01,30.739999771118164
2026-08-02,30.739999771118164
2026-08-03,30.739999771118164
2026-08-04,30.739999771118164
2026-08-05,30.739999771118164
2026-08-06,30.739999771118164
2026-08-07,30.739999771118164
2026-08-08,30.739999771118164
2026-08-09,30.739999771118164
2026-08-10,30.739999771118164
2026-08-11,30.739999771118164
2026-08-12,30.739999771118164
2026-08-13,30.739999771118164
2026-08-14,30.739999771118164
